code,name,constituency_id,num_voters
B220807B,AKWABOSO COMMUNITY CENTER 1,40,504
B220808A,AKWABOSO COMMUNITY CENTER 2,40,457.5
B220808B,AKWABOSO COMMUNITY CENTER 2,40,457.5
B220809,CMB SHED NIPANIKRO,40,714
B220901,D/A JHS AMOAMAN,40,647
B220902,COCOA SHED PEWODIE,40,380
B220903,MPEASEM NO 2 D/A PRIM SCH,40,430
B221001,D/A PRIM SCH NKRONUA,40,495
B221002,D/A JHS NKRONUA,40,520
B221003,D/C PRIM SCH BETHLEHEM,40,565
B221004,TI AHMADIYYA SCH BETHLEHEM,40,521
B221101,D/ A PRIM SCHOOL NTOM 1,40,461
B221102,D/ A PRIM SCHOOL NTOM 2,40,404
B221103,ANG BASIC SCH NTOM 1,40,393
B221104,ANG BASIC SCH NTOM 2,40,471
B221201A,D/A PRIM SCH AGONA PORT,40,384
B221201B,D/A PRIM SCH AGONA PORT,40,384
B221202,ANG PRIM SCH ESUADAE,40,550
B221203,D/A PRIM SCH ADEADE,40,736
B221301,D/A J H S DIASO,40,746
B221302A,ANG BASIC SCH DIASO,40,395
B221302B,ANG BASIC SCH DIASO,40,395
B221303A,HEALTH CENTRE KROFOFROM,40,465.5
B221303B,HEALTH CENTRE KROFOFROM,40,465.5
B221304A,DIASO SNR HIGH OLD SITE,40,392.5
B221304B,DIASO SNR HIGH OLD SITE,40,392.5
B221305A,ROMAN CATH CHURCH DIASO,40,380
B221305B,ROMAN CATH CHURCH DIASO,40,380
B221306,TRANSFORMER MANTUKWA,40,720
B221307,D/A PRIM SCH AMOBAKA,40,526
B221308,D/A PRIM. SCH. ABOABOSO,40,203
B221401,D/A JHS MAUDASO,40,504
B221402,D/A PRIM SCHOOL MAUDASO,40,491
B221403,CATH PRIM SCHOOL MAUDASO,40,584
B221404,ANG BASIC SCH MAUDASO,40,595
B221405,D/A PRIM SCHOOL AMENASE,40,604
B221406,TMG PIPEANO,40,206
B221501,D/A J H S JAMESO NKWANTA,40,563
B221502,ANG BASIC SCH JAMESO NKWANTA,40,557
B221503,D/A PRIM SCH JAMESO NKWANTA,40,668
B221504,D/A PRIM SCH DANKWAKROM,40,570
B221505,ANIANTETEM COCOA SHED,40,330
B221601,C M B OFFICES NEW OBUASI,40,414
B221602,ANGLICAN BASIC SCH NEW OBUASI,40,363
B221603,R/C  PRIM SCH NEW OBUASI,40,412
B221604,R/C JHS NEW OBUASI,40,417
B221605,D A J H S ANANE KROM,40,485
B221606,ASANTEFOOKROM COCOA SHED,40,317
B221607,ANGLICAN PRIMARY SCHOOL KAKYERENYANSA,40,200
C010101,M.A JHS. NGLESHIE AMANFRO 1,41,613
C010102,M.A JHS. NGLESHIE AMANFRO 2,41,413
C010103,ST. PETER'S CATHOLIC SCH. NGLESHIE AMANFRO 1,41,418
C010104,ST. PETER'S CATHOLIC SCH. NGLESHIE AMANFRO 2,41,345
C010105,31ST DEC. DAY CARE CENTRE. NGLESHIE AMANFRO 1,41,580
C010106,31ST DEC. DAY CARE CENTRE. NGLESHIE AMANFRO 2,41,743
C010107,M.A PRIM SCH. NGLESHIE AMANFRO 1,41,475
C010108,M.A PRIM SCH. NGLESHIE AMANFRO 2,41,428
C010109,M.A PRIM SCH. NGLESHIE AMANFRO 3,41,433
C010110,TAXI RANK. NGLESHIE AMANFRO JUNCTION 1,41,693
C010111,TAXI RANK. NGLESHIE AMANFRO JUNCTION 2,41,674
C010112,MOUNTAIN TOP CHAPEL. NGLESHIE AMANFRO 1,41,731
C010113A,MOUNTAIN TOP CHAPEL. NGLESHIE AMANFRO 2,41,507.5
C010113B,MOUNTAIN TOP CHAPEL. NGLESHIE AMANFRO 2,41,507.5
C010114,RESIDENT WELFARE ASSOC. IRON CITY-AMANFRO 1,41,522
C010115,RESIDENT WELFARE ASSOC. IRON CITY-AMANFRO 2,41,572
C010116A,SNR HIGH SCH. NGLESHIE AMANFRO 1,41,451
C010116B,SNR HIGH SCH. NGLESHIE AMANFRO 1,41,451
C010117,SNR HIGH SCH. NGLESHIE AMANFRO 2,41,551
C010118,DAIRUS INT'L SCH. NGLESHIE AMANFRO 1,41,665
C010119,DAIRUS INT'L SCH. NGLESHIE AMANFRO 2,41,630
C010120,OBOLO STORE. TOP TOWN-NGLESHIE AMANFRO 1,41,662
C010121,OBOLO STORE. TOP TOWN-NGLESHIE AMANFRO 2,41,712
C010122A,BARBARA INT'L SCH. TOP TOWN-NGLESHIE AMANFRO 1,41,460
C010122B,BARBARA INT'L SCH. TOP TOWN-NGLESHIE AMANFRO 1,41,460
C010123A,BARBARA INT'L SCH. TOP TOWN-NGLESHIE AMANFRO 2,41,425
C010123B,BARBARA INT'L SCH. TOP TOWN-NGLESHIE AMANFRO 2,41,425
C010124A,AFAHJOY SCH. NGLESHIE AMANFRO 1,41,379.5
C010124B,AFAHJOY SCH. NGLESHIE AMANFRO 1,41,379.5
C010125A,AFAHJOY SCH. NGLESHIE AMANFRO 2,41,426.5
C010125B,AFAHJOY SCH. NGLESHIE AMANFRO 2,41,426.5
C010126,ST. FAUSTINA CATHOLIC CHURCH,41,698
C010127A,GOOD AMBITION SCHOOL,41,571
C010127B,GOOD AMBITION SCHOOL,41,571
C010128A,RED BULB. IRON CITY. NGLESHIE AMANFRO,41,392
C010128B,RED BULB. IRON CITY. NGLESHIE AMANFRO,41,392
C010129A,ATTIA TAXI RANK. NGLESHIE AMANFRO,41,463
C010129B,ATTIA TAXI RANK. NGLESHIE AMANFRO,41,463
C010201,M A PRIM SCH. GALILEA 1,41,711
C010202,M A PRIM SCH. GALILEA 2,41,645
C010203,M A PRIM SCH. GALILEA 3,41,717
C010204A,CHRIST APOSTOLIC CHURCH. GALILEA 1,41,432
C010204B,CHRIST APOSTOLIC CHURCH. GALILEA 1,41,432
C010205A,CHRIST APOSTOLIC CHURCH. GALILEA 2,41,479
C010205B,CHRIST APOSTOLIC CHURCH. GALILEA 2,41,479
C010206A,CHRIST APOSTOLIC CHURCH. GALILEA 3,41,411.5
C010206B,CHRIST APOSTOLIC CHURCH. GALILEA 3,41,411.5
C010207A,GOSPEL HEALING CHURCH. OMANKOPE 1,41,606
C010207B,GOSPEL HEALING CHURCH. OMANKOPE 1,41,606
C010208A,GOSPEL HEALING CHURCH. OMANKOPE 2,41,599
C010208B,GOSPEL HEALING CHURCH. OMANKOPE 2,41,599
C010209,CHURCH OF PENTECOST. TOMEFA 1,41,596
C010210,CHURCH OF PENTECOST. TOMEFA 2,41,665
C010211A,M A JHS. GALILEA 1,41,446.5
C010211B,M A JHS. GALILEA 1,41,446.5
C010212,M A JHS. GALILEA 2,41,719
C010213,ST. SAY PREP SCH. GALILEA 1,41,591
C010214,ST. SAY PREP SCH. GALILEA 2,41,678
C010215A,ST. SAY PREP SCH. GALILEA 3,41,387.5
C010215B,ST. SAY PREP SCH. GALILEA 3,41,387.5
C010216A,WISDOM SCH. GALILEA 1,41,499.5
C010216B,WISDOM SCH. GALILEA 1,41,499.5
C010217A,WISDOM SCH. GALILEA 2,41,422.5
C010217B,WISDOM SCH. GALILEA 2,41,422.5
C010218A,WEST END UNIVERSITY,41,429
C010218B,WEST END UNIVERSITY,41,429
C010219,CANAL AVENUE. GALILEA,41,700
C010220A,BOAKYE PARK. GALILEA,41,481.5
C010220B,BOAKYE PARK. GALILEA,41,481.5
C010301A,M.A BASIC SCHOOLS. APLAKU 1,41,401.5
C010301B,M.A BASIC SCHOOLS. APLAKU 1,41,401.5
C010302A,M.A BASIC SCHOOLS. APLAKU 2,41,412.5
C010302B,M.A BASIC SCHOOLS. APLAKU 2,41,412.5
C010303A,M.A BASIC SCHOOLS. APLAKU 3,41,390
C010303B,M.A BASIC SCHOOLS. APLAKU 3,41,390
C010304A,E.P. CHURCH. TSOKOMEY 1,41,470.5
C010304B,E.P. CHURCH. TSOKOMEY 1,41,470.5
C010305A,E.P. CHURCH. TSOKOMEY 2,41,536
C010305B,E.P. CHURCH. TSOKOMEY 2,41,536
C010306A,TEMP BOOTH. AYIGBE TOWN 1,41,406.5
C010306B,TEMP BOOTH. AYIGBE TOWN 1,41,406.5
C010307,TEMP BOOTH. AYIGBE TOWN 2,41,677
C010308,TEMP BOOTH. FAAJIEMOHE,41,654
C010309A,LINKSFIELD PREP SCH. NEW APLAKU 1,41,382.5
C010309B,LINKSFIELD PREP SCH. NEW APLAKU 1,41,382.5
C010310A,LINKSFIELD PREP SCH. NEW APLAKU 2,41,428
C010310B,LINKSFIELD PREP SCH. NEW APLAKU 2,41,428
C010311A,ST. KAROL NURSING SCHOOL. ISRAEL APLAKU 1,41,397
C010311B,ST. KAROL NURSING SCHOOL. ISRAEL APLAKU 1,41,397
C010312A,ST. KAROL NURSING SCHOOL. ISRAEL APLAKU 2,41,436
C010312B,ST. KAROL NURSING SCHOOL. ISRAEL APLAKU 2,41,436
C010313A,SHILOH PREP SCH. BORTIANOR,41,429
C010313B,SHILOH PREP SCH. BORTIANOR,41,429
C010314A,LIGHTHOUSE CHAPEL. BORTIANOR 1,41,405
C010314B,LIGHTHOUSE CHAPEL. BORTIANOR 1,41,405
C010315,LIGHTHOUSE CHAPEL. BORTIANOR 2,41,701
C010316,METH PRIM SCH. BORTIANOR 1,41,701
C010317A,METH PRIM SCH. BORTIANOR 2,41,403.5
C010317B,METH PRIM SCH. BORTIANOR 2,41,403.5
C010318A,GHANA APOSTOLIC CHURCH. BORTIANOR,41,515
C010318B,GHANA APOSTOLIC CHURCH. BORTIANOR,41,515
C010319A,CHURCH OF PENTECOST. BORTIANOR 1,41,532.5
C010319B,CHURCH OF PENTECOST. BORTIANOR 1,41,532.5
C010320A,CHURCH OF PENTECOST. BORTIANOR 2,41,479.5
C010320B,CHURCH OF PENTECOST. BORTIANOR 2,41,479.5
C010321A,APLAKU-KASOA MARKET. BORTIANOR,41,531.5
C010321B,APLAKU-KASOA MARKET. BORTIANOR,41,531.5
C010322A,M.A BASIC SCHOOLS. BORTIANOR,41,591
C010322B,M.A BASIC SCHOOLS. BORTIANOR,41,591
C010401A,TOLL BOOTH. LORRY STATION GEDAN TUBA JUNCTION 1,41,453.5
C010401B,TOLL BOOTH. LORRY STATION GEDAN TUBA JUNCTION 1,41,453.5
C010402A,TOLL BOOTH. LORRY STATION GEDAN TUBA JUNCTION 2,41,416
C010402B,TOLL BOOTH. LORRY STATION GEDAN TUBA JUNCTION 2,41,416
C010403A,MUNIRANIYYA ISLAMIC SCHOOL. GEDAN TUBA 1,41,404.5
C010403B,MUNIRANIYYA ISLAMIC SCHOOL. GEDAN TUBA 1,41,404.5
C010404A,MUNIRANIYYA ISLAMIC SCHOOL. GEDAN TUBA 2,41,405.5
C010404B,MUNIRANIYYA ISLAMIC SCHOOL. GEDAN TUBA 2,41,405.5
C010405,MUNIRANIYYA ISLAMIC SCHOOL. GEDAN TUBA 3,41,728
C010406A,IDA QUARTERS. GEDAN-TUBA,41,541.5
C010406B,IDA QUARTERS. GEDAN-TUBA,41,541.5
C010407A,NEW CONVENANT SCH. GEDAN TUBA 1,41,419
C010407B,NEW CONVENANT SCH. GEDAN TUBA 1,41,419
C010408A,NEW CONVENANT SCH. GEDAN TUBA 2,41,423.5
C010408B,NEW CONVENANT SCH. GEDAN TUBA 2,41,423.5
C010409A,FATHER'S LEGACY SCH. GEDAN TUBA 1,41,385.5
C010409B,FATHER'S LEGACY SCH. GEDAN TUBA 1,41,385.5
C010410A,FATHER'S LEGACY SCH. GEDAN TUBA 2,41,434.5
C010410B,FATHER'S LEGACY SCH. GEDAN TUBA 2,41,434.5
C010411A,TEMP BOOTH. BEACH DRIVE ESTATES 1,41,381.5
C010411B,TEMP BOOTH. BEACH DRIVE ESTATES 1,41,381.5
C010412A,TEMP BOOTH. BEACH DRIVE ESTATES 2,41,440
C010412B,TEMP BOOTH. BEACH DRIVE ESTATES 2,41,440
C010413A,TEMP. BOOTH KUWAIT-TUBA,41,557.5
C010413B,TEMP. BOOTH KUWAIT-TUBA,41,557.5
C010501A,ACADEMY OF AFRICAN ARTS AND MUSIC. KOKROBITEY,41,508
C010501B,ACADEMY OF AFRICAN ARTS AND MUSIC. KOKROBITEY,41,508
C010502A,OLD LORRY STATION. KOKROBITEY KROTIA 1,41,399
C010502B,OLD LORRY STATION. KOKROBITEY KROTIA 1,41,399
C010503A,OLD LORRY STATION. KOKROBITEY KROTIA 2,41,419
C010503B,OLD LORRY STATION. KOKROBITEY KROTIA 2,41,419
C010504A,MA PRIM SCH. KOKROBITEY 1,41,467
C010504B,MA PRIM SCH. KOKROBITEY 1,41,467
C010505A,MA PRIM SCH. KOKROBITEY 2,41,462.5
C010505B,MA PRIM SCH. KOKROBITEY 2,41,462.5
C010506A,MA PRIM SCH. KOKROBITEY 3,41,476.5
C010506B,MA PRIM SCH. KOKROBITEY 3,41,476.5
C010507A,TEMP BOOTH. LANGMA 1,41,381.5
C010507B,TEMP BOOTH. LANGMA 1,41,381.5
C010508A,TEMP BOOTH. LANGMA 2,41,392
C010508B,TEMP BOOTH. LANGMA 2,41,392
C010509A,FILLING STATION. OSHIYIE 1,41,386
C010509B,FILLING STATION. OSHIYIE 1,41,386
C010510A,FILLING STATION. OSHIYIE 2,41,393.5
C010510B,FILLING STATION. OSHIYIE 2,41,393.5
C010511A,MA PRIM SCH. OSHIYIE,41,486.5
C010511B,MA PRIM SCH. OSHIYIE,41,486.5
C010601A,METHODIST CHURCH. SAMPAMAN 1,41,448.5
C010601B,METHODIST CHURCH. SAMPAMAN 1,41,448.5
C010602,METHODIST CHURCH. SAMPAMAN 2,41,723
C010603A,TEMP BOOTH. SAMPAMAN 1,41,412
C010603B,TEMP BOOTH. SAMPAMAN 1,41,412
C010604A,TEMP BOOTH. SAMPAMAN 2,41,431
C010604B,TEMP BOOTH. SAMPAMAN 2,41,431
C010605A,FOOT OF APLAKU CHAPEL HILL. NEW APLAKU,41,486.5
C010605B,FOOT OF APLAKU CHAPEL HILL. NEW APLAKU,41,486.5
C010606A,OLD BARRIER MOSQUE. NEW APLAKU 1,41,418
C010606B,OLD BARRIER MOSQUE. NEW APLAKU 1,41,418
C010607,OLD BARRIER MOSQUE. NEW APLAKU 2,41,679
C010608A,CHRISTIAN METH. SNR HIGH SCH. NEW APLAKU 1,41,420
C010608B,CHRISTIAN METH. SNR HIGH SCH. NEW APLAKU 1,41,420
C010609A,CHRISTIAN METH. SNR HIGH SCH. NEW APLAKU 2,41,381
C010609B,CHRISTIAN METH. SNR HIGH SCH. NEW APLAKU 2,41,381
C010610,SALIFU AYITTAH. NEW APLAKU 1,41,727
C010611A,SALIFU AYITTAH. NEW APLAKU 2,41,401
C010611B,SALIFU AYITTAH. NEW APLAKU 2,41,401
C010612A,LIGHT OF THE WORLD SCH. NEW APLAKU 1,41,433
C010612B,LIGHT OF THE WORLD SCH. NEW APLAKU 1,41,433
C010613A,LIGHT OF THE WORLD SCH. NEW APLAKU 2,41,484
C010613B,LIGHT OF THE WORLD SCH. NEW APLAKU 2,41,484
C010614A,UNIVERSITY COLLEGE OF MGT STUDIES. NEW APLAKU 1,41,399
C010614B,UNIVERSITY COLLEGE OF MGT STUDIES. NEW APLAKU 1,41,399
C010615A,UNIVERSITY COLLEGE OF MGT STUDIES. NEW APLAKU 2,41,463
C010615B,UNIVERSITY COLLEGE OF MGT STUDIES. NEW APLAKU 2,41,463
C010616A,SETHDEL COMPLEX SCH. NEW APLAKU 1,41,407
C010616B,SETHDEL COMPLEX SCH. NEW APLAKU 1,41,407
C010617A,SETHDEL COMPLEX SCH. NEW APLAKU 2,41,460
C010617B,SETHDEL COMPLEX SCH. NEW APLAKU 2,41,460
C010618A,REDEEMER SCHOOL. MILE 11-NEW BORTIANOR 1,41,457
C010618B,REDEEMER SCHOOL. MILE 11-NEW BORTIANOR 1,41,457
C010619A,REDEEMER SCHOOL. MILE 11-NEW BORTIANOR 2,41,415
C010619B,REDEEMER SCHOOL. MILE 11-NEW BORTIANOR 2,41,415
C010620A,STARTRITE MONTESSORI SCH. NEW BORTIANOR 1,41,610
C010620B,STARTRITE MONTESSORI SCH. NEW BORTIANOR 1,41,610
C010621A,STARTRITE MONTESSORI SCH. NEW BORTIANOR 2,41,531
C010621B,STARTRITE MONTESSORI SCH. NEW BORTIANOR 2,41,531
C010622A,BELIEVERS INT'L SCH. NEW BORTIANOR 1,41,538.5
C010622B,BELIEVERS INT'L SCH. NEW BORTIANOR 1,41,538.5
C010623A,BELIEVERS INT'L SCH. NEW BORTIANOR 2,41,497
C010623B,BELIEVERS INT'L SCH. NEW BORTIANOR 2,41,497
C010624A,TEMP BOOTH. BROADCASTING-KORKORDJOR 1,41,554.5
C010624B,TEMP BOOTH. BROADCASTING-KORKORDJOR 1,41,554.5
C010625A,TEMP BOOTH. BROADCASTING-KORKORDJOR 2,41,637
C010625B,TEMP BOOTH. BROADCASTING-KORKORDJOR 2,41,637
C010626A,TEMP BOOTH. RED TOP-DUNKONAH 1,41,579.5
C010626B,TEMP BOOTH. RED TOP-DUNKONAH 1,41,579.5
C010627A,TEMP BOOTH. RED TOP-DUNKONAH 2,41,476.5
C010627B,TEMP BOOTH. RED TOP-DUNKONAH 2,41,476.5
C010628A,CBS PREP SCH. BROADCASTING TOP-NEW BORTIANOR 1,41,596
C010628B,CBS PREP SCH. BROADCASTING TOP-NEW BORTIANOR 1,41,596
C010629A,CBS PREP SCH. BROADCASTING TOP-NEW BORTIANOR 2,41,506
C010629B,CBS PREP SCH. BROADCASTING TOP-NEW BORTIANOR 2,41,506
C010630A,ST. PETER'S AND PAULS CATHOLIC SCH. WEST HILLS,41,549
C010630B,ST. PETER'S AND PAULS CATHOLIC SCH. WEST HILLS,41,549
C010631A,YAMIN ISLAMIC SCHOOL. NEW BORTIANOR,41,461.5
C010631B,YAMIN ISLAMIC SCHOOL. NEW BORTIANOR,41,461.5
C010632A,OBENG BLOCK FACTORY. CASSAVA FARM,41,559
C010632B,OBENG BLOCK FACTORY. CASSAVA FARM,41,559
C010633A,ADANSEMAN POLICE STATION. NEW BORTIANOR,41,618.5
C010633B,ADANSEMAN POLICE STATION. NEW BORTIANOR,41,618.5
C010634A,LAS VEGAS. NEW BORTIANOR,41,516.5
C010634B,LAS VEGAS. NEW BORTIANOR,41,516.5
C010635A,FIRST GATE. DUNKONAH-REDTOP,41,474
C010635B,FIRST GATE. DUNKONAH-REDTOP,41,474
C010701,M.A JHS. NSUOBRI 1,42,424
C010702,M.A JHS. NSUOBRI 2,42,436
C010703,MA PRIM SCH. OBOSOMASE,42,574
C010704A,MA PRIM SCH. AKWETIAKO,42,407.5
C010704B,MA PRIM SCH. AKWETIAKO,42,407.5
C010705,MA PRIM SCH. MMAPEHIA,42,619
C010706,METH. CHURCH. ASHWENEAGMOR,42,632
C010707,MA PRIM SCH. BESEASE,42,673
C010801,MA PRIM SCH. AKWEIMAN,42,625
C010802,MA PRIM SCH. ASUOM,42,379
C010803,MA PRIM SCH. NANKASU-ASUOM,42,274
C010804,MA PRIM SCH. KYEKYEWERE,42,345
C010901A,ANGLICAN CHURCH 1,42,447
C010901B,ANGLICAN CHURCH 1,42,447
C010902A,ANGLICAN CHURCH 2,42,427.5
C010902B,ANGLICAN CHURCH 2,42,427.5
C010903A,APOSTOLIC CHURCH 1,42,414.5
C010903B,APOSTOLIC CHURCH 1,42,414.5
C010904,APOSTOLIC CHURCH 2,42,736
C010905A,MA PRIM SCH. FANTEMAYERA,42,425.5
C010905B,MA PRIM SCH. FANTEMAYERA,42,425.5
C011001,MA PRIM SCH. OBELIAKWA 1,42,554
C011002,MA PRIM SCH. OBELIAKWA 2,42,478
C011003A,CHIEF'S HOUSE AFAJATOR,42,388
C011003B,CHIEF'S HOUSE AFAJATOR,42,388
C011004,MA PRIM SCH. ABUASA KOMKOM,42,586
C011101,MA PRIM SCH. PANFO 1,42,611
C011102,MA PRIM SCH. PANFO 2,42,364
C011103,COLD STORE. TENBIBIAN,42,442
C011104A,MA PRIM SCH. ASHAMOAH,42,390.5
C011104B,MA PRIM SCH. ASHAMOAH,42,390.5
C011105,TEMP BOOTH AGONOR,42,622
C011106,CHURCH OF PENTECOST. AGBAZO,42,591
C011201,MA PRIM SCH. OBOM,42,512
C011202,MA PRIM SCH. OBOKWASHIE,42,442
C011203,MA JHS. OBOM,42,573
C011204,MA PRIM SCH. KONKON OBOM,42,584
C011205,METH. PRIM SCH. BABIANEHA,42,624
C011301,MA PRIM SCH. ODUMAN-ASUABA,42,337
C011302,MA PRIM SCH. KOFI DONKOR,42,463
C011303,TEMP BOOTH. KWABLAFIO,42,221
C011304,DRUG STORE. KOJOMAN,42,629
C011305,NURSERY SCH. OKAIDJAMAN,42,464
C011306,CRUSADE OF CHRIST CHURCH. ABLODOO AYAA,42,330
C011401,MA PRIM SCH. FANKYENEKOR,42,651
C011402,MA PRIM SCH. DOMEFAASE,42,707
C011403,MA PRIM SCH. PAANOR,42,488
C011404,ANGLICAN PRIM SCH. TWEREBO,42,434
C011405,ABCM CHURCH. OBESEE,42,402
C011501,CENTRAL MOSQUE. ODUMPRALA,42,522
C011502A,M.A. PRIM SCH. KOFI KWEI 1,42,503
C011502B,M.A. PRIM SCH. KOFI KWEI 1,42,503
C011503A,M.A. PRIM SCH. KOFI KWEI 2,42,498
C011503B,M.A. PRIM SCH. KOFI KWEI 2,42,498
C011504,M.A. PRIM SCH. KUDEHA,42,406
C011505,CHURCH OF PENTECOST. AYIDAN,42,703
C011506,UNITY BAPTIST CHURCH. AYITEY KORTOR,42,482
C011601A,METHODIST PRIM SCH. DOMEABRA 1,42,530.5
C011601B,METHODIST PRIM SCH. DOMEABRA 1,42,530.5
C011602A,METHODIST PRIM SCH. DOMEABRA 2,42,465
C011602B,METHODIST PRIM SCH. DOMEABRA 2,42,465
C011603A,METHODIST PRIM SCH. DOMEABRA 3,42,414.5
C011603B,METHODIST PRIM SCH. DOMEABRA 3,42,414.5
C011604A,GREAT SAS PREP SCH. DOMEABRA 1,42,412
C011604B,GREAT SAS PREP SCH. DOMEABRA 1,42,412
C011605A,GREAT SAS PREP SCH. DOMEABRA 2,42,414.5
C011605B,GREAT SAS PREP SCH. DOMEABRA 2,42,414.5
C011606A,TEMP BOOTH. AFADI 1,42,519.5
C011606B,TEMP BOOTH. AFADI 1,42,519.5
C011607A,TEMP BOOTH. AFADI 2,42,446.5
C011607B,TEMP BOOTH. AFADI 2,42,446.5
C011608,CHRIST PENTECOSTAL CHURCH. ODUNKWA,42,723
C011609A,ABBEAM INSTITUTE OF TECHNOLOGY,42,521
C011609B,ABBEAM INSTITUTE OF TECHNOLOGY,42,521
C011701A,MA PRIM SCH. DANCHIRA 1,42,483
C011701B,MA PRIM SCH. DANCHIRA 1,42,483
C011702A,MA PRIM SCH. DANCHIRA 2,42,494
C011702B,MA PRIM SCH. DANCHIRA 2,42,494
C011703,MA PRIM SCH. BALAGONNOR 1,42,676
C011704,MA PRIM SCH. BALAGONNOR 2,42,641
C011705,MA PRIM SCH. AMOOMAN 1,42,681
C011706,MA PRIM SCH. AMOOMAN 2,42,746
C011707A,MA PRIM SCH. OKOMAN,42,408.5
C011707B,MA PRIM SCH. OKOMAN,42,408.5
C011801A,M.A. PRIM SCH. ASHALAJA 1,42,472
C011801B,M.A. PRIM SCH. ASHALAJA 1,42,472
C011802A,M.A. PRIM SCH. ASHALAJA 2,42,467.5
C011802B,M.A. PRIM SCH. ASHALAJA 2,42,467.5
C011803A,CENTRAL MOSQUE. ASHALAJA,42,487.5
C011803B,CENTRAL MOSQUE. ASHALAJA,42,487.5
C011804A,HEALTH POST. KWAME ANUM,42,554.5
C011804B,HEALTH POST. KWAME ANUM,42,554.5
C011805A,M.A. PRIM SCH. OBAKROWA,42,529.5
C011805B,M.A. PRIM SCH. OBAKROWA,42,529.5
C011806A,M.A. PRIM SCH. KROKOHWE,42,511
C011806B,M.A. PRIM SCH. KROKOHWE,42,511
C011807A,TEMP BOOTH. BOSOMAFISE,42,424.5
C011807B,TEMP BOOTH. BOSOMAFISE,42,424.5
C011808A,COMMANDER JUNCTION. ASHALAJA,42,576.5
C011808B,COMMANDER JUNCTION. ASHALAJA,42,576.5
C011901A,MA PRIM SCH. HOBOR 1,42,472.5
C011901B,MA PRIM SCH. HOBOR 1,42,472.5
C011902,MA PRIM SCH. HOBOR 2,42,722
C011903,CENTRAL MOSQUE. ADIEMBRA,42,599
C011904A,TEMP BOOTH. ASABADE,42,453
C011904B,TEMP BOOTH. ASABADE,42,453
C020101A,M.A. METH PRIM SCH. WEIJA 1,43,450.5
C020101B,M.A. METH PRIM SCH. WEIJA 1,43,450.5
C020102A,M.A. METH PRIM SCH. WEIJA 2,43,432.5
C020102B,M.A. METH PRIM SCH. WEIJA 2,43,432.5
C020103,ST. JOSEPH R/C BASIC SCH. WEIJA,43,697
C020104,M.A. JHS. WEIJA-ZONGO 1,43,673
C020105,M.A. JHS. WEIJA-ZONGO 2,43,544
C020106,POLICE STATION. WEIJA 1,43,654
C020107,POLICE STATION. WEIJA 2,43,683
C020108,WORKERS'S CANTEEN. WEIJA,43,644
C020109,MARKET SQUARE. WEIJA 1,43,738
C020110A,MARKET SQUARE. WEIJA 2,43,397.5
C020110B,MARKET SQUARE. WEIJA 2,43,397.5
C020111A,JESUS OUR SAVIOUR MINISTRY. UPPER WEIJA,43,480.5
C020111B,JESUS OUR SAVIOUR MINISTRY. UPPER WEIJA,43,480.5
C020112A,WINNERS FAMILY SCHOOL. UPPER WEIJA,43,557
C020112B,WINNERS FAMILY SCHOOL. UPPER WEIJA,43,557
C020113A,ASMAG SCHOOL. WEIJA,43,382
C020113B,ASMAG SCHOOL. WEIJA,43,382
C020114A,NEW JOMA QUARTERS. WEIJA,43,412
C020114B,NEW JOMA QUARTERS. WEIJA,43,412
C020201A,METHODIST CHURCH. DJAMAN,43,459.5
C020201B,METHODIST CHURCH. DJAMAN,43,459.5
C020202A,THE PEARLS INT.  SCHOOL. DJAMAN,43,419
C020202B,THE PEARLS INT.  SCHOOL. DJAMAN,43,419
C020203A,KING EDWARD SCHOOL. DJAMAN 1,43,483
C020203B,KING EDWARD SCHOOL. DJAMAN 1,43,483
C020204A,KING EDWARD SCHOOL. DJAMAN 2,43,395.5
C020204B,KING EDWARD SCHOOL. DJAMAN 2,43,395.5
C020205A,SPRING HILL INT. SCHOOL. DJAMAN,43,439.5
C020205B,SPRING HILL INT. SCHOOL. DJAMAN,43,439.5
C020206A,ELLIOT INT. SCHOOL. DJAMAN,43,443
C020206B,ELLIOT INT. SCHOOL. DJAMAN,43,443
C020301A,TECHFARM ACADEMY. NEW WEIJA,43,448
C020301B,TECHFARM ACADEMY. NEW WEIJA,43,448
C020302A,PRESBY CHURCH OF GHANA. NEW JERUSALEM-GICEL,43,446
C020302B,PRESBY CHURCH OF GHANA. NEW JERUSALEM-GICEL,43,446
C020303A,BLESSED GENERATION SCH. NEW WEIJA 1,43,474.5
C020303B,BLESSED GENERATION SCH. NEW WEIJA 1,43,474.5
C020304A,BLESSED GENERATION SCH. NEW WEIJA 2,43,455.5
C020304B,BLESSED GENERATION SCH. NEW WEIJA 2,43,455.5
C020305A,MT. AMELEPO PRAYER CAMP. NEW WEIJA,43,457
C020305B,MT. AMELEPO PRAYER CAMP. NEW WEIJA,43,457
C020306A,ST. JUDE R/C BASIC SCH. TORONTO-NEW WEIJA,43,490
C020306B,ST. JUDE R/C BASIC SCH. TORONTO-NEW WEIJA,43,490
C020307A,TAXI RANK. OLD BARRIER-NEW WEIJA,43,507.5
C020307B,TAXI RANK. OLD BARRIER-NEW WEIJA,43,507.5
C020308A,EBENEZER METHODIST CHURCH. OLD BARRIER,43,440
C020308B,EBENEZER METHODIST CHURCH. OLD BARRIER,43,440
C020309A,BLOCK FACTORY. NEW WEIJA 1,43,402
